pk	sk	product_id	product_name	product_category	price	upc	shipping_amount	product_description	manufacturer	model
1005721	HardGood#Musical Instruments#Musical Instrument Accessories#American DJ - 5' CD Data Cable - Gray	1005721	American DJ - 5' CD Data Cable - Gray	HardGood#Musical Instruments#Musical Instrument Accessories	13.99	640000000000	5.49	Compatible with most dual CD players with an 8-pin to 8-pin connection; replacement cable	American DJ	CDD5
1006144	HardGood#Musical Instruments#Musical Instrument Accessories#American DJ - 2' Safety Cable - Silver	1006144	American DJ - 2' Safety Cable - Silver	HardGood#Musical Instruments#Musical Instrument Accessories	11.99	640000000000	5.49	Secures DJ light fixtures to a truss or pipe; steel construction; 60 lb. weight rating	American DJ	Scable 60
1005867	HardGood#Musical Instruments#Musical Instrument Accessories#American DJ - 2" Gaffers Tape - White	1005867	American DJ - 2" Gaffers Tape - White	HardGood#Musical Instruments#Musical Instrument Accessories	20.99	640000000000	5.99	From our expanded online assortment; 2" wide; 135' of tape; cloth-like structure	American DJ	GT2W
1005803	HardGood#Musical Instruments#Musical Instrument Accessories#American DJ - Stage Tape - Black	1005803	American DJ - Stage Tape - Black	HardGood#Musical Instruments#Musical Instrument Accessories	15.99	640000000000	6.49	From our expanded online assortment; ideal for a variety of DJ applications; 2" wide; no heavy residue	American DJ	Tape 2b
1005849	HardGood#Musical Instruments#Musical Instrument Accessories#American DJ - 4" Gaffers Tape - Black	1005849	American DJ - 4" Gaffers Tape - Black	HardGood#Musical Instruments#Musical Instrument Accessories	34.99	640000000000	6.49	From our expanded online assortment; 4" wide; 135' of tape; cloth-like structure	American DJ	GT4B
1003319	HardGood#Musical Instruments#Musical Instrument Accessories#IK Multimedia - iRig Stomp - Black	1003319	IK Multimedia - iRig Stomp - Black	HardGood#Musical Instruments#Musical Instrument Accessories	59.99	884000000000	0	IK MULTIMEDIA iRig Stomp: Compatible with select Apple iPhone, iPad and iPod touch models, Android and Mac computers; allows use inline with other effects pedals and more; active battery-powered output circuit	IK Multimedia	IRIGSTOMPIN
1161024	HardGood#Musical Instruments#Musical Instrument Accessories#PreSonus - PreSonus - Gray	1161024	PreSonus - PreSonus - Gray	HardGood#Musical Instruments#Musical Instrument Accessories	129.99	673000000000	0	From our expanded online assortment; touch-sensitive, motorized 100mm Alps fader; DAW recording controls; USB 1.1 connectivity	PreSonus	faderport
1114209	HardGood#Musical Instruments#Musical Instrument Accessories#Griffin Technology - GuitarSidekick Smartphone Mount - Black	1114209	Griffin Technology - GuitarSidekick Smartphone Mount - Black	HardGood#Musical Instruments#Musical Instrument Accessories	19.99	685000000000	5.49	GRIFFIN TECHNOLOGY GuitarSidekick Smartphone Mount: Compatible with most smartphones and select media players; clamp attaches to most electric and acoustic guitars and bass guitars; adjustable viewing angle; compact design	Griffin Technology	GC38896
1114281	HardGood#Musical Instruments#Musical Instrument Accessories#Griffin Technology - Select Series DJ Splitter Cable - Black	1114281	Griffin Technology - Select Series DJ Splitter Cable - Black	HardGood#Musical Instruments#Musical Instrument Accessories	19.99	685000000000	5.49	GRIFFIN TECHNOLOGY Select Series DJ Splitter Cable: Compatible with select Apple iPad, iPhone and iPod touch models; works with djay app by Algoriddim; Split Output mode; gold connectors; braided exterior	Griffin Technology	GC35873-2
1097956	HardGood#Connected Home & Housewares#Office & School Supplies#MakerBot - 1.75mm PLA Filament 10 lbs. - Cool Gray	1097956	MakerBot - 1.75mm PLA Filament 10 lbs. - Cool Gray	HardGood#Connected Home & Housewares#Office & School Supplies	224.99	818000000000	0	Compatible with MakerBot Replicator Z18 3D printers with MakerBot filament cases; PLA material is made from nontoxic resin; adheres well to acrylic and to MakerBot Build Tape; quality tested; 10-lb. spool	MakerBot	MP06228
1134008	HardGood#Connected Home & Housewares#Office & School Supplies#Canon - PGI-1200 XL High-Yield Ink Cartridge - Magenta	1134008	Canon - PGI-1200 XL High-Yield Ink Cartridge - Magenta	HardGood#Connected Home & Housewares#Office & School Supplies	15.99	13803238068	0	Compatible with select Canon printers; magenta ink; high-yield design; high-density, pigment-based ink; produces highlighter- and smudge-resistant prints	Canon	9197B001
1134017	HardGood#Connected Home & Housewares#Office & School Supplies#Canon - PGI-2200 XL High-Yield Ink Cartridge - Cyan	1134017	Canon - PGI-2200 XL High-Yield Ink Cartridge - Cyan	HardGood#Connected Home & Housewares#Office & School Supplies	27.99	13803238402	0	Compatible with select Canon printers; cyan ink; high-yield cartridge; high-density; pigment-based ink; produces highlighter- and smudge-resistant prints	Canon	9268B001
1134026	HardGood#Connected Home & Housewares#Office & School Supplies#Canon - PGI-1200 Ink Cartridge - Black	1134026	Canon - PGI-1200 Ink Cartridge - Black	HardGood#Connected Home & Housewares#Office & School Supplies	22.99	13803238204	0	Compatible with select Canon printers; black ink; high-density ink; pigment-based ink; generates crisp, dark text on plain paper; produces text that is highlighter and smudge resistant	Canon	9219B001
1134035	HardGood#Connected Home & Housewares#Office & School Supplies#Canon - PGI-2200 XL High-Yield Ink Cartridge - Black	1134035	Canon - PGI-2200 XL High-Yield Ink Cartridge - Black	HardGood#Connected Home & Housewares#Office & School Supplies	36.99	13803238372	0	Compatible with select Canon printers; black ink; high-yield cartridge; high-density ink; pigment-based ink; generates crisp, dark text on plain paper; produces text that is highlighter and smudge resistant	Canon	9255B001
1134044	HardGood#Connected Home & Housewares#Office & School Supplies#Canon - PGI-2200 Ink Cartridge - Yellow	1134044	Canon - PGI-2200 Ink Cartridge - Yellow	HardGood#Connected Home & Housewares#Office & School Supplies	24.99	13803238570	0	Compatible with select Canon printers; yellow ink; high-density, pigment-based ink; produces highlighter- and smudge-resistant prints	Canon	9306B001
1134053	HardGood#Connected Home & Housewares#Office & School Supplies#Canon - PGI-2200 Ink Cartridge - Magenta	1134053	Canon - PGI-2200 Ink Cartridge - Magenta	HardGood#Connected Home & Housewares#Office & School Supplies	24.99	13803238556	0	Compatible with select Canon printers; magenta ink; high-density ink; pigment-based ink; generates bright colors on plain paper; produces text that is highlighter and smudge resistant	Canon	9305B001
1134062	HardGood#Connected Home & Housewares#Office & School Supplies#Canon - PGI-1200 Ink Cartridge - Magenta	1134062	Canon - PGI-1200 Ink Cartridge - Magenta	HardGood#Connected Home & Housewares#Office & School Supplies	13.99	13803238303	0	Compatible with select Canon printers; magenta ink; high-density, pigment-based ink; produces highlighter- and smudge-resistant prints	Canon	9233B001
1134071	HardGood#Connected Home & Housewares#Office & School Supplies#Canon - PGI-1200 XL High-Yield Ink Cartridge - Yellow	1134071	Canon - PGI-1200 XL High-Yield Ink Cartridge - Yellow	HardGood#Connected Home & Housewares#Office & School Supplies	15.99	13803238082	0	Compatible with select Canon printers; yellow ink; high-yield design; high-density, pigment-based ink; produces highlighter- and smudge-resistant prints	Canon	9198B001
1134099	HardGood#Connected Home & Housewares#Office & School Supplies#Canon - PGI-1200 XL High-Yield Ink Cartridge - Black	1134099	Canon - PGI-1200 XL High-Yield Ink Cartridge - Black	HardGood#Connected Home & Housewares#Office & School Supplies	31.99	13803238013	0	Compatible with select Canon printers; black ink; high-yield design; high-density ink; pigment-based ink; produces text that is highlighter and smudge resistant	Canon	9183B001
1134104	HardGood#Connected Home & Housewares#Office & School Supplies#Canon - PGI-1200 XL High-Yield Ink Cartridge - Cyan	1134104	Canon - PGI-1200 XL High-Yield Ink Cartridge - Cyan	HardGood#Connected Home & Housewares#Office & School Supplies	15.99	13803238044	0	Compatible with select Canon printers; cyan ink; high-yield design; high-density, pigment-based ink; produces highlighter- and smudge-resistant prints	Canon	9196B001
1134113	HardGood#Connected Home & Housewares#Office & School Supplies#Canon - PGI-1200 Ink Cartridge - Yellow	1134113	Canon - PGI-1200 Ink Cartridge - Yellow	HardGood#Connected Home & Housewares#Office & School Supplies	13.99	13803238327	0	Compatible with select Canon printers; yellow ink; high-density, pigment-based ink; produces highlighter- and smudge-resistant prints	Canon	9234B001
1134122	HardGood#Connected Home & Housewares#Office & School Supplies#Canon - PGI-2200 XL High-Yield Ink Cartridge - Yellow	1134122	Canon - PGI-2200 XL High-Yield Ink Cartridge - Yellow	HardGood#Connected Home & Housewares#Office & School Supplies	27.99	13803238440	0	Compatible with select Canon printers; yellow ink; high-yield cartridge; high-density; pigment-based ink; produces highlighter- and smudge-resistant prints	Canon	9270B001
1134131	HardGood#Connected Home & Housewares#Office & School Supplies#Canon - PGI-2200 XL High-Yield Ink Cartridge - Magenta	1134131	Canon - PGI-2200 XL High-Yield Ink Cartridge - Magenta	HardGood#Connected Home & Housewares#Office & School Supplies	27.99	13803238426	0	Compatible with select Canon printers; magenta ink; high-yield cartridge; high-density; pigment-based ink; produces highlighter- and smudge-resistant prints	Canon	9269B001
1134159	HardGood#Connected Home & Housewares#Office & School Supplies#Canon - PGI-2200 Ink Cartridge - Cyan	1134159	Canon - PGI-2200 Ink Cartridge - Cyan	HardGood#Connected Home & Housewares#Office & School Supplies	24.99	13803238532	0	Compatible with select Canon printers; cyan ink; high-density ink; pigment-based ink; generates bright colors on plain paper; produces text that is highlighter and smudge resistant	Canon	9304B001
1134168	HardGood#Connected Home & Housewares#Office & School Supplies#Canon - PGI-1200 Ink Cartridge - Cyan	1134168	Canon - PGI-1200 Ink Cartridge - Cyan	HardGood#Connected Home & Housewares#Office & School Supplies	13.99	13803238280	0	Compatible with select Canon printers; cyan ink; high-density, pigment-based ink; produces highlighter- and smudge-resistant prints	Canon	9232B001
1183687	HardGood#Connected Home & Housewares#Office & School Supplies#Brother - TN450 XL High-Yield Toner Cartridge - Black	1183687	Brother - TN450 XL High-Yield Toner Cartridge - Black	HardGood#Connected Home & Housewares#Office & School Supplies	68.99	12502626770	0	Black toner cartridge for select Brother laser printers; ISO/IEC 19752 certified	Brother	TN-450
1183941	HardGood#Connected Home & Housewares#Office & School Supplies#Brother - TN420 Toner Cartridge - Black	1183941	Brother - TN420 Toner Cartridge - Black	HardGood#Connected Home & Housewares#Office & School Supplies	44.99	12502626763	0	Black toner cartridge for select Brother laser printers; ISO/IEC 19752 certified	Brother	TN-420
1201003	HardGood#Connected Home & Housewares#Office & School Supplies#Canon - PGI-2200 Ink Cartridge - Black	1201003	Canon - PGI-2200 Ink Cartridge - Black	HardGood#Connected Home & Housewares#Office & School Supplies	29.99	13803238495	0	Compatible with select Canon printers; black ink; high-density ink; pigment-based ink; generates crisp, dark text on plain paper; produces text that is highlighter and smudge resistant	Canon	9291B001
1147158	HardGood#Connected Home & Housewares#Office & School Supplies#HP - CE322A LaserJet 128A Print Cartridge - Yellow	1147158	HP - CE322A LaserJet 128A Print Cartridge - Yellow	HardGood#Connected Home & Housewares#Office & School Supplies	67.99	884000000000	0	Compatible with HP LaserJet Pro CM1415 Color MFP series printers; yellow ink; smart printing technology	HP	CD322A
1147255	HardGood#Connected Home & Housewares#Office & School Supplies#HP - 128A Toner Cartridge - Cyan	1147255	HP - 128A Toner Cartridge - Cyan	HardGood#Connected Home & Housewares#Office & School Supplies	67.99	884000000000	0	Compatible with select HP Color LaserJet printers; cyan ink; smart printing technology	HP	CD321A
1147264	HardGood#Connected Home & Housewares#Office & School Supplies#HP - 128A Toner Cartridge - Magenta	1147264	HP - 128A Toner Cartridge - Magenta	HardGood#Connected Home & Housewares#Office & School Supplies	67.99	884000000000	0	Compatible with select HP Color LaserJet printers; magenta ink; smart printing technology	HP	CE323A
1147282	HardGood#Connected Home & Housewares#Office & School Supplies#HP - LaserJet 128A Print Cartridge - Black	1147282	HP - LaserJet 128A Print Cartridge - Black	HardGood#Connected Home & Housewares#Office & School Supplies	69.99	884000000000	0	Compatible with HP LaserJet Pro CM1415 Color MFP series printers; black ink; generates crisp, black text	HP	CE320A
1199872	HardGood#Connected Home & Housewares#Office & School Supplies#HP - CE262A High-Yield Toner Cartridge - Yellow	1199872	HP - CE262A High-Yield Toner Cartridge - Yellow	HardGood#Connected Home & Housewares#Office & School Supplies	290.99	884000000000	0	Compatible with select HP Color LaserJet printers; yellow toner; up to 11,000-page yield	HP	CE262A
1199881	HardGood#Connected Home & Housewares#Office & School Supplies#HP - CE263A High-Yield Toner Cartridge - Magenta	1199881	HP - CE263A High-Yield Toner Cartridge - Magenta	HardGood#Connected Home & Housewares#Office & School Supplies	290.99	884000000000	0	Compatible with select HP Color LaserJet printers; magenta toner; up to 11,000-page yield	HP	CE263A
1199909	HardGood#Connected Home & Housewares#Office & School Supplies#HP - CE260A High-Yield Toner Cartridge - Black	1199909	HP - CE260A High-Yield Toner Cartridge - Black	HardGood#Connected Home & Housewares#Office & School Supplies	159.99	884000000000	0	Compatible with select HP Color LaserJet printers; black toner; up to 8,500-page yield	HP	CE260A
1199927	HardGood#Connected Home & Housewares#Office & School Supplies#HP - CE261A High-Yield Toner Cartridge - Cyan	1199927	HP - CE261A High-Yield Toner Cartridge - Cyan	HardGood#Connected Home & Housewares#Office & School Supplies	290.99	884000000000	0	Compatible with select HP Color LaserJet printers; cyan toner; up to 11,000-page yield	HP	CE261A
1182411	HardGood#Connected Home & Housewares#Office & School Supplies#HP - Q2624A High-Yield Toner Cartridge - Black	1182411	HP - Q2624A High-Yield Toner Cartridge - Black	HardGood#Connected Home & Housewares#Office & School Supplies	90.99	809000000000	0	Compatible with HP LaserJet 1150 series printers; black toner; up to 2,500-page yield	HP	Q2624A
1146635	HardGood#Connected Home & Housewares#Office & School Supplies#HP - 61 Ink Cartridge - Black	1146635	HP - 61 Ink Cartridge - Black	HardGood#Connected Home & Housewares#Office & School Supplies	16.99	885000000000	0	Compatible with select HP Deskjet, ENVY and OfficeJet printers; black ink; yields approximately 190 pages	HP	CH561WN#140
1146671	HardGood#Connected Home & Housewares#Office & School Supplies#HP - 61 Ink Cartridge - Cyan/Magenta/Yellow	1146671	HP - 61 Ink Cartridge - Cyan/Magenta/Yellow	HardGood#Connected Home & Housewares#Office & School Supplies	22.99	885000000000	0	Compatible with HP Deskjet printer models 3000, 3050 and 3050A; tricolor ink cartridge; yields approximately 165 pages	HP	CH562WN#140
1051974	HardGood#Connected Home & Housewares#Office & School Supplies#HP - 970 Ink Cartridge - Black	1051974	HP - 970 Ink Cartridge - Black	HardGood#Connected Home & Housewares#Office & School Supplies	74.99	887000000000	0	Compatible with HP Officejet Pro X451dw printers; black ink; delivers crisp documents; yields up to 3,000 pages	HP	HP 970 Black
1053736	HardGood#Connected Home & Housewares#Office & School Supplies#HP - 971 Ink Cartridge - Cyan	1053736	HP - 971 Ink Cartridge - Cyan	HardGood#Connected Home & Housewares#Office & School Supplies	78.99	887000000000	0	Compatible with select HP Officejet Pro printers; cyan ink; yields up to 2,500 pages	HP	CN622AM
1053854	HardGood#Connected Home & Housewares#Office & School Supplies#HP - 971 Ink Cartridge - Magenta	1053854	HP - 971 Ink Cartridge - Magenta	HardGood#Connected Home & Housewares#Office & School Supplies	78.99	887000000000	0	Compatible with select HP Officejet Pro printers; magenta ink; yields up to 2,500 pages	HP	CN623AM
1053872	HardGood#Connected Home & Housewares#Office & School Supplies#HP - 971 Ink Cartridge - Yellow	1053872	HP - 971 Ink Cartridge - Yellow	HardGood#Connected Home & Housewares#Office & School Supplies	78.99	887000000000	0	Compatible with select HP Officejet Pro printers; yellow ink; yields up to 2,500 pages	HP	CN624AM
1006435	HardGood#Computers & Tablets#Computer Accessories & Peripherals#CyberPower - 700VA Smart App Series Battery Back-Up System - Black	1006435	CyberPower - 700VA Smart App Series Battery Back-Up System - Black	HardGood#Computers & Tablets#Computer Accessories & Peripherals	225.99	650000000000	0	CYBERPOWER 700VA Smart App Series Battery Back-Up System: 1030 joules of protection; 6 outlets, including 4 battery- and surge-protected outlets; phone/network line protection; front-panel LCD; 10' cord	CyberPower	OR700LCDRM1U
1010004	HardGood#Computers & Tablets#Computer Accessories & Peripherals#StarTech - DisplayPort to VGA Adapter - Black	1010004	StarTech - DisplayPort to VGA Adapter - Black	HardGood#Computers & Tablets#Computer Accessories & Peripherals	28.99	65030834551	0	DisplayPort Male	StarTech	DP2VGA
1035786	HardGood#Computers & Tablets#Computer Accessories & Peripherals#StarTech - HDMI to DVI Digital Video Cable - Black	1035786	StarTech - HDMI to DVI Digital Video Cable - Black	HardGood#Computers & Tablets#Computer Accessories & Peripherals	44.99	65030813969	0	HDMI - 29.86 ft - 1 Pack - 1 x Male HDMI - 1 x DVI-D Male Video - Black	StarTech	HDMIDVIMM30
1049014	HardGood#Computers & Tablets#Computer Accessories & Peripherals#StarTech - DisplayPort to DVI Video Converter Cable - Black	1049014	StarTech - DisplayPort to DVI Video Converter Cable - Black	HardGood#Computers & Tablets#Computer Accessories & Peripherals	30.99	65030832182	0	DisplayPort Male Digital Audio/Video - DVI-D Male Video - 10ft	StarTech	DP2DVIMM10
1117361	HardGood#Computers & Tablets#Computer Accessories & Peripherals#Seal Shield - Waterproof Laser Mouse - Black	1117361	Seal Shield - Waterproof Laser Mouse - Black	HardGood#Computers & Tablets#Computer Accessories & Peripherals	39.99	898000000000	0	Laser - USB	Seal Shield	Sm7
1117476	HardGood#Computers & Tablets#Computer Accessories & Peripherals#Seal Shield - Silver Storm Washable Keyboard - Black	1117476	Seal Shield - Silver Storm Washable Keyboard - Black	HardGood#Computers & Tablets#Computer Accessories & Peripherals	36.99	853000000000	0	PC and Mac compatible; USB connectivity; 104 keys; dishwasher-safe; eco-friendly design; natural look and feel	Seal Shield	Stk503
1118139	HardGood#Computers & Tablets#Computer Accessories & Peripherals#Scosche - reVIVE II Dual-USB Auto Adapter	1118139	Scosche - reVIVE II Dual-USB Auto Adapter	HardGood#Computers & Tablets#Computer Accessories & Peripherals	24.99	33991028302	0	5 V DC - 2.10 A For iPad, iPhone, iPod	Scosche	USBC3
1192068	HardGood#Computers & Tablets#Computer Accessories & Peripherals#Logitech - M185 Wireless Optical Mouse - Gray	1192068	Logitech - M185 Wireless Optical Mouse - Gray	HardGood#Computers & Tablets#Computer Accessories & Peripherals	14.99	97855112705	0	Optical technology; 20 ips speed; on/off switch; smart sleep mode; scrolling wheel; ambidextrous design; wireless USB connectivity	Logitech	910-004426
1200842	HardGood#Computers & Tablets#Computer Accessories & Peripherals#Logitech - Z323 Speaker System - Black	1200842	Logitech - Z323 Speaker System - Black	HardGood#Computers & Tablets#Computer Accessories & Peripherals	54.99	97855060570	0	Compatible with PC, Mac and select devices; 30W RMS system power; 2 satellite speakers with 2" concave-dome drivers; subwoofer with 4" down-firing-dome driver; stereo RCA and two 3.5mm auxiliary inputs	Logitech	980-000354
1115035	HardGood#Computers & Tablets#Computer Accessories & Peripherals#Sony - DVD Recordable Media - DVD-R - 1.40 GB - 10 Pack Spindle - Blue/Black	1115035	Sony - DVD Recordable Media - DVD-R - 1.40 GB - 10 Pack Spindle - Blue/Black	HardGood#Computers & Tablets#Computer Accessories & Peripherals	17.49	27242242197	5.49	1.4GB - 80mm Mini - 10 Pack Spindle	Sony	10DMR30RS1H
1160015	HardGood#Computers & Tablets#Computer Accessories & Peripherals#SanDisk - Ultra II 240GB Internal SATA Solid State Drive for Laptops - Black	1160015	SanDisk - Ultra II 240GB Internal SATA Solid State Drive for Laptops - Black	HardGood#Computers & Tablets#Computer Accessories & Peripherals	124.99	620000000000	0	SATA III interface; no-wait boot up and shut down; nCache 2.0 technology; shock-resistant construction	SanDisk	SDSSDHII-240G-G25
1160024	HardGood#Computers & Tablets#Computer Accessories & Peripherals#SanDisk - Ultra II 480GB Internal SATA Solid State Drive for Laptops - Black	1160024	SanDisk - Ultra II 480GB Internal SATA Solid State Drive for Laptops - Black	HardGood#Computers & Tablets#Computer Accessories & Peripherals	229.99	620000000000	0	SATA III interface; no-wait boot up and shut down; nCache 2.0 technology; shock-resistant construction	SanDisk	SDSSDHII-480G-G25
1167009	HardGood#Computers & Tablets#Computer Accessories & Peripherals#SanDisk - Ultra II 960GB Internal SATA Solid State Drive for Laptops - Black	1167009	SanDisk - Ultra II 960GB Internal SATA Solid State Drive for Laptops - Black	HardGood#Computers & Tablets#Computer Accessories & Peripherals	504.99	620000000000	0	SATA Revision 3.0 interface; nCache 2.0 technology; shock-resistant design; data transfer rates up to 6 Gbps	SanDisk	SDSSDHII-960G-G25
1032198	HardGood#Computers & Tablets#Computer Accessories & Peripherals#Dell - 90W AC Power Adapter - Black	1032198	Dell - 90W AC Power Adapter - Black	HardGood#Computers & Tablets#Computer Accessories & Peripherals	65.99	884000000000	0	DELL 90W AC Power Adapter: Designed to power your Dell system; 90W power supply	Dell	3306258
1183787	HardGood#Computers & Tablets#Computer Accessories & Peripherals#Razer - Kabuto Mobile Gaming Mouse Pad - Black	1183787	Razer - Kabuto Mobile Gaming Mouse Pad - Black	HardGood#Computers & Tablets#Computer Accessories & Peripherals	17.99	897000000000	0	Ultrathin microfiber surface; high-grip rubber base; doubles as a laptop screen protector	Razer	8046109
1199575	HardGood#Computers & Tablets#Computer Accessories & Peripherals#Razer - Sphex Gaming Mouse Pad - Black	1199575	Razer - Sphex Gaming Mouse Pad - Black	HardGood#Computers & Tablets#Computer Accessories & Peripherals	14.99	897000000000	0	Compatible with most optical and laser gaming mice; desktop skin; adheres to most surfaces	Razer	8063728
1199663	HardGood#Computers & Tablets#Computer Accessories & Peripherals#Razer - Vespula Dual-Sided Gaming Mouse Pad - Dark Gray	1199663	Razer - Vespula Dual-Sided Gaming Mouse Pad - Dark Gray	HardGood#Computers & Tablets#Computer Accessories & Peripherals	34.99	897000000000	0	Optimized for control or speed; abrasion-resistant hard coat; gel-filled wrist rest	Razer	8063727
1057028	HardGood#Computers & Tablets#Computer Accessories & Peripherals#Razer - 5.1-Channel Soundbar System with Subwoofer - Black	1057028	Razer - 5.1-Channel Soundbar System with Subwoofer - Black	HardGood#Computers & Tablets#Computer Accessories & Peripherals	199.99	811000000000	0	30W RMS power; dedicated subwoofer; surround sound; Bluetooth 4.0; aptX codec; 3 preset equalizer modes	Razer	RZ05-01260100-R3U1
1063087	HardGood#Computers & Tablets#Computer Accessories & Peripherals#APC - Smart-UPS 2200VA Tower UPS	1063087	APC - Smart-UPS 2200VA Tower UPS	HardGood#Computers & Tablets#Computer Accessories & Peripherals	889.99	731000000000	0	2.20 kVA/1.98 kWTower - 8 x NEMA 5-20R - , 2 x NEMA 5-15R	APC	SMT2200
1179372	HardGood#Computers & Tablets#Computer Accessories & Peripherals#APC - Back-UPS RS 1000VA Tower UPS - Black	1179372	APC - Back-UPS RS 1000VA Tower UPS - Black	HardGood#Computers & Tablets#Computer Accessories & Peripherals	179.99	731000000000	0	1 kVA/600 WTower 7 Minute - 4 x NEMA 5-15R - , 4 x NEMA 5-15R	APC	BR1000G
1182342	HardGood#Computers & Tablets#Computer Accessories & Peripherals#APC - Back-UPS RS 700VA Tower UPS - Black	1182342	APC - Back-UPS RS 700VA Tower UPS - Black	HardGood#Computers & Tablets#Computer Accessories & Peripherals	129.99	731000000000	0	700VA/20W power handling ability; 354 joules of protection; 120V outlets; boost and trim automatic voltage regulation (AVR); LCD graphics display; disconnected battery notification; 6' cord	APC	BR700G
1200193	HardGood#Computers & Tablets#Computer Accessories & Peripherals#APC - Back-UPS RS1300 VA Tower UPS - Black	1200193	APC - Back-UPS RS1300 VA Tower UPS - Black	HardGood#Computers & Tablets#Computer Accessories & Peripherals	209.99	731000000000	0	1.30 kVA/780 WTower 4 Minute - 5 x NEMA 5-15R - , 5 x NEMA 5-15R	APC	BR1300G
1065804	HardGood#Connected Home & Housewares#Telephones & Communication#RCA - 25255RE2 2-Line DECT 6.0 Expandable Corded/Cordless Phone System - Black	1065804	RCA - 25255RE2 2-Line DECT 6.0 Expandable Corded/Cordless Phone System - Black	HardGood#Connected Home & Housewares#Telephones & Communication	149.99	846000000000	0	Expandable corded base station; 1 DECT 6.0 cordless handset	RCA	25255RE2
1065831	HardGood#Connected Home & Housewares#Telephones & Communication#RCA - 25425RE1 Corded Expandable Phone System with Digital Answering System - Black/Gray	1065831	RCA - 25425RE1 Corded Expandable Phone System with Digital Answering System - Black/Gray	HardGood#Connected Home & Housewares#Telephones & Communication	134.99	44319703030	0	Expandable corded base station; call-waiting caller ID; 2-way recording; speakerphone; one-touch dialer; mute, redial and flash functions	RCA	25425RE1
1065859	HardGood#Connected Home & Housewares#Telephones & Communication#RCA - 25055RE1 DECT 6.0 Digital Cordless Expansion Handset - Black	1065859	RCA - 25055RE1 DECT 6.0 Digital Cordless Expansion Handset - Black	HardGood#Connected Home & Housewares#Telephones & Communication	49.99	846000000000	0	Cordless expansion handset; DECT 6.0 digital technology; 2-line access	RCA	25055RE1
1065868	HardGood#Connected Home & Housewares#Telephones & Communication#RCA - 25201RE1 Corded Speakerphone - Black	1065868	RCA - 25201RE1 Corded Speakerphone - Black	HardGood#Connected Home & Housewares#Telephones & Communication	39.99	44319805772	0	2-line corded speakerphone; call-waiting caller ID; voicemail waiting indicator; line status visual indicators; 2-line conferencing	RCA	25201RE1
1065877	HardGood#Connected Home & Housewares#Telephones & Communication#RCA - 25424RE1 Corded Expandable Phone System - Black/Gray	1065877	RCA - 25424RE1 Corded Expandable Phone System - Black/Gray	HardGood#Connected Home & Housewares#Telephones & Communication	129.99	44319703023	0	Expandable corded base station; call-waiting caller ID; privacy setting; speakerphone; one-touch dialer; mute, redial and flash functions	RCA	25424RE1
1065886	HardGood#Connected Home & Housewares#Telephones & Communication#RCA - 25214 2-Line Corded Full-Duplex Speakerphone - Black	1065886	RCA - 25214 2-Line Corded Full-Duplex Speakerphone - Black	HardGood#Connected Home & Housewares#Telephones & Communication	79.99	846000000000	0	2-line corded full-duplex speakerphone; call-waiting caller ID; voicemail system; one-touch dialer; visual line status indicators	RCA	25214
1065904	HardGood#Connected Home & Housewares#Telephones & Communication#RCA - H5401RE1 DECT 6.0 Digital Cordless Expansion Handset - Black	1065904	RCA - H5401RE1 DECT 6.0 Digital Cordless Expansion Handset - Black	HardGood#Connected Home & Housewares#Telephones & Communication	79.99	44319703047	0	Cordless expansion handset; DECT 6.0 digital technology; 4-line access; 50-record name and number directory; up to 3-way conferencing; tri-lingual message display	RCA	H5401RE1
1154316	HardGood#Connected Home & Housewares#Telephones & Communication#Polycom - PY-2200-44040-001 Communicator Speakerphone with USB Interface - Gray	1154316	Polycom - PY-2200-44040-001 Communicator Speakerphone with USB Interface - Gray	HardGood#Connected Home & Housewares#Telephones & Communication	129.99	611000000000	0	High-fidelity, hands-free VoIP communication; 2 stereo microphones; control buttons; headphone port; USB connection	Polycom	PY-2200-44040-001
373642	HardGood#Connected Home & Housewares#Telephones & Communication#Jensen - 3.6V NiCad Battery for 900MHz Phones	373642	Jensen - 3.6V NiCad Battery for 900MHz Phones	HardGood#Connected Home & Housewares#Telephones & Communication	19.99	44476085840	5.49	Rechargeable 3.6V 300 mAh NiCad battery for GE 2-9614 model cordless phones	Jensen	P-3303
1021683	HardGood#Connected Home & Housewares#Telephones & Communication#Panasonic - Kx-Tga401b DECT 6.0 Plus Digital Cordless Expansion Handset - Black	1021683	Panasonic - Kx-Tga401b DECT 6.0 Plus Digital Cordless Expansion Handset - Black	HardGood#Connected Home & Housewares#Telephones & Communication	34.99	37988482719	5.99	Cordless expansion handset; DECT 6.0 Plus digital technology; 50-station name and number; expandable up to 6 handsets; caller ID compatible	Panasonic	Kx-Tga401b
1155924	HardGood#Connected Home & Housewares#Telephones & Communication#VTech - IS7121-2 DECT 6.0 Expandable Cordless Phone System with Digital Answering System - Black	1155924	VTech - IS7121-2 DECT 6.0 Expandable Cordless Phone System with Digital Answering System - Black	HardGood#Connected Home & Housewares#Telephones & Communication	119.99	735000000000	0	2 handsets includedSpecial Features: Front porch video screening; audio/video camera doorbell; expandable up to 10 handsets and 2 cameras	VTech	IS7121-2
